flight_id,date,arrival_time,pax_total,pax_acaps,terminal,gate_id,day_of_week,season
AC485,2024-01-20,14:00,145,3,T1,E80,Saturday,Winter
F8908,2024-01-20,19:30,93,3,T1,E70,Saturday,Winter
WS497,2024-01-20,19:30,249,11,T1,E82,Saturday,Winter
WS119,2024-01-20,07:45,179,14,T1,E90,Saturday,Winter
WS423,2024-01-20,14:00,127,3,T1,E88,Saturday,Winter
BA829,2024-01-20,08:00,183,14,T1,E80,Saturday,Winter
DL601,2024-01-21,14:15,84,2,T1,E82,Sunday,Winter
DL740,2024-01-21,08:15,248,12,T1,E70,Sunday,Winter
UA999,2024-01-21,13:00,222,10,T1,E78,Sunday,Winter
TS449,2024-01-21,14:15,102,4,T1,E90,Sunday,Winter
F8527,2024-01-21,06:15,229,18,T1,E82,Sunday,Winter
LH655,2024-01-21,10:15,287,13,T1,E90,Sunday,Winter
F8983,2024-01-21,11:30,296,20,T1,E90,Sunday,Winter
TS540,2024-01-21,06:15,201,8,T1,E90,Sunday,Winter
WS288,2024-01-21,10:15,127,8,T1,E85,Sunday,Winter
AA410,2024-01-21,14:30,118,5,T1,E72,Sunday,Winter
TS289,2024-01-21,09:30,275,17,T1,E78,Sunday,Winter
F8336,2024-01-21,22:00,171,3,T1,E88,Sunday,Winter
TS614,2024-01-21,17:45,246,7,T1,E85,Sunday,Winter
LH585,2024-01-21,11:15,169,8,T1,E85,Sunday,Winter
AC376,2024-01-21,16:15,131,5,T1,E72,Sunday,Winter
TS549,2024-01-21,18:45,163,7,T1,E78,Sunday,Winter
AA514,2024-01-21,11:45,200,11,T1,E90,Sunday,Winter
BA756,2024-01-21,20:00,213,4,T1,E88,Sunday,Winter
AC998,2024-01-21,07:45,130,8,T1,E90,Sunday,Winter
AC294,2024-01-21,07:45,221,16,T1,E80,Sunday,Winter
LH270,2024-01-21,12:30,236,11,T1,E90,Sunday,Winter
TS574,2024-01-21,22:45,103,4,T1,E72,Sunday,Winter
TS897,2024-01-21,14:15,180,5,T1,E88,Sunday,Winter
AC283,2024-01-21,16:15,196,4,T1,E82,Sunday,Winter
TS835,2024-01-21,09:00,149,10,T1,E82,Sunday,Winter
WS636,2024-01-21,20:45,210,8,T1,E75,Sunday,Winter
AA663,2024-01-21,12:00,123,5,T1,E75,Sunday,Winter
TS989,2024-01-21,06:15,133,7,T1,E80,Sunday,Winter
LH395,2024-01-21,20:15,110,5,T1,E78,Sunday,Winter
AC737,2024-01-21,08:00,237,14,T1,E88,Sunday,Winter
BA926,2024-01-22,06:45,180,8,T1,E88,Monday,Winter
LH519,2024-01-22,14:00,233,8,T1,E78,Monday,Winter
BA384,2024-01-22,19:15,92,2,T1,E70,Monday,Winter
DL137,2024-01-22,06:00,290,18,T1,E80,Monday,Winter
DL189,2024-01-22,06:00,226,18,T1,E75,Monday,Winter
UA725,2024-01-22,19:15,196,8,T1,E82,Monday,Winter
AC195,2024-01-22,08:30,214,16,T1,E72,Monday,Winter
AA963,2024-01-22,16:00,154,5,T1,E72,Monday,Winter
UA437,2024-01-22,13:45,214,5,T1,E78,Monday,Winter
AC211,2024-01-22,13:00,203,8,T1,E80,Monday,Winter
AA723,2024-01-22,10:30,254,16,T1,E82,Monday,Winter
TS729,2024-01-22,12:45,213,8,T1,E88,Monday,Winter
LH927,2024-01-22,11:15,194,15,T1,E70,Monday,Winter
WS124,2024-01-22,17:00,133,5,T1,E85,Monday,Winter
AA146,2024-01-22,06:30,263,18,T1,E78,Monday,Winter
AC755,2024-01-22,07:30,185,13,T1,E80,Monday,Winter
UA618,2024-01-22,16:30,81,1,T1,E82,Monday,Winter
DL505,2024-01-22,22:00,124,3,T1,E82,Monday,Winter
LH585,2024-01-22,10:15,243,11,T1,E88,Monday,Winter
BA443,2024-01-22,17:45,94,4,T1,E80,Monday,Winter
DL668,2024-01-22,14:00,133,4,T1,E82,Monday,Winter
DL167,2024-01-22,07:30,127,6,T1,E85,Monday,Winter
BA962,2024-01-22,09:45,167,10,T1,E80,Monday,Winter
DL826,2024-01-22,10:30,225,9,T1,E78,Monday,Winter
DL562,2024-01-22,08:15,254,13,T1,E72,Monday,Winter
DL903,2024-01-22,10:15,143,8,T1,E70,Monday,Winter
LH612,2024-01-22,07:15,207,15,T1,E90,Monday,Winter
UA894,2024-01-22,11:15,145,10,T1,E90,Monday,Winter
TS310,2024-01-22,22:00,197,6,T1,E90,Monday,Winter
WS104,2024-01-22,09:00,295,21,T1,E72,Monday,Winter
DL578,2024-01-22,11:00,253,17,T1,E80,Monday,Winter
AC691,2024-01-22,09:15,202,9,T1,E80,Monday,Winter
UA645,2024-01-22,10:45,291,13,T1,E75,Monday,Winter
TS380,2024-01-22,08:00,279,17,T1,E72,Monday,Winter
F8655,2024-01-22,08:30,189,8,T1,E80,Monday,Winter
F8275,2024-01-22,09:30,276,20,T1,E90,Monday,Winter
LH151,2024-01-22,10:00,240,18,T1,E70,Monday,Winter
WS492,2024-01-22,06:00,229,12,T1,E88,Monday,Winter
DL419,2024-01-22,06:15,291,21,T1,E72,Monday,Winter
LH681,2024-01-22,10:00,298,17,T1,E88,Monday,Winter
UA800,2024-01-22,22:45,200,5,T1,E78,Monday,Winter
TS981,2024-01-22,18:30,173,5,T1,E82,Monday,Winter
DL564,2024-01-22,14:00,96,3,T1,E82,Monday,Winter
LH572,2024-01-22,09:30,209,13,T1,E75,Monday,Winter
BA205,2024-01-22,15:00,163,5,T1,E72,Monday,Winter
UA645,2024-01-23,17:45,231,7,T1,E78,Tuesday,Winter
BA262,2024-01-23,13:45,96,2,T1,E85,Tuesday,Winter
AA680,2024-01-23,07:15,164,10,T1,E72,Tuesday,Winter
LH217,2024-01-23,15:45,163,5,T1,E88,Tuesday,Winter
TS415,2024-01-23,15:00,233,5,T1,E85,Tuesday,Winter
DL606,2024-01-23,22:00,103,2,T1,E75,Tuesday,Winter
AC875,2024-01-23,06:15,235,14,T1,E85,Tuesday,Winter
LH300,2024-01-23,08:30,196,12,T1,E80,Tuesday,Winter
AA835,2024-01-23,08:00,269,10,T1,E90,Tuesday,Winter
AA967,2024-01-23,10:30,135,7,T1,E90,Tuesday,Winter
AC100,2024-01-23,20:30,108,4,T1,E70,Tuesday,Winter
F8542,2024-01-23,19:45,240,7,T1,E85,Tuesday,Winter
AA490,2024-01-23,13:15,249,6,T1,E75,Tuesday,Winter
F8668,2024-01-23,13:30,186,4,T1,E75,Tuesday,Winter
TS111,2024-01-23,09:00,156,10,T1,E88,Tuesday,Winter
AA239,2024-01-23,10:15,284,20,T1,E88,Tuesday,Winter
AA738,2024-01-23,11:45,250,14,T1,E88,Tuesday,Winter
AA463,2024-01-23,10:15,228,14,T1,E88,Tuesday,Winter
F8829,2024-01-23,16:30,185,8,T1,E82,Tuesday,Winter
AC138,2024-01-23,12:45,174,4,T1,E88,Tuesday,Winter
WS245,2024-01-23,13:30,199,7,T1,E90,Tuesday,Winter
WS351,2024-01-23,12:00,242,8,T1,E80,Tuesday,Winter
AC451,2024-01-23,14:00,200,6,T1,E88,Tuesday,Winter
DL531,2024-01-23,09:30,194,9,T1,E80,Tuesday,Winter
UA162,2024-01-23,20:45,228,5,T1,E70,Tuesday,Winter
UA928,2024-01-23,19:00,153,5,T1,E75,Tuesday,Winter
BA178,2024-01-23,11:30,153,9,T1,E80,Tuesday,Winter
UA114,2024-01-23,08:15,271,18,T1,E88,Tuesday,Winter
DL927,2024-01-23,10:30,299,14,T1,E75,Tuesday,Winter
BA982,2024-01-23,10:30,141,11,T1,E75,Tuesday,Winter
LH870,2024-01-23,16:45,140,5,T1,E75,Tuesday,Winter
F8691,2024-01-23,08:00,284,14,T1,E72,Tuesday,Winter
AC271,2024-01-23,17:45,201,5,T1,E90,Tuesday,Winter
F8488,2024-01-23,22:45,201,5,T1,E90,Tuesday,Winter
AA112,2024-01-23,06:45,217,14,T1,E90,Tuesday,Winter
AC199,2024-01-23,14:30,190,7,T1,E80,Tuesday,Winter
DL376,2024-01-23,10:00,185,12,T1,E85,Tuesday,Winter
LH891,2024-01-23,21:15,230,9,T1,E90,Tuesday,Winter
DL793,2024-01-23,18:15,160,5,T1,E70,Tuesday,Winter
WS112,2024-01-23,16:00,214,4,T1,E88,Tuesday,Winter
DL324,2024-01-23,22:30,144,3,T1,E70,Tuesday,Winter
WS158,2024-01-23,16:15,233,9,T1,E72,Tuesday,Winter
WS976,2024-01-23,17:15,176,6,T1,E75,Tuesday,Winter
WS812,2024-01-23,11:30,195,11,T1,E72,Tuesday,Winter
LH383,2024-01-23,12:30,145,3,T1,E72,Tuesday,Winter
UA895,2024-01-24,07:45,219,11,T1,E70,Wednesday,Winter
UA932,2024-01-24,09:15,232,9,T1,E78,Wednesday,Winter
AA282,2024-01-24,22:45,107,2,T1,E85,Wednesday,Winter
F8728,2024-01-24,22:00,193,8,T1,E72,Wednesday,Winter
AC174,2024-01-24,09:30,234,9,T1,E88,Wednesday,Winter
TS768,2024-01-24,21:00,89,3,T1,E80,Wednesday,Winter
TS816,2024-01-24,06:45,267,10,T1,E88,Wednesday,Winter
LH546,2024-01-24,15:00,218,5,T1,E85,Wednesday,Winter
LH224,2024-01-24,12:30,165,6,T1,E85,Wednesday,Winter
AC747,2024-01-24,22:00,173,6,T1,E82,Wednesday,Winter
WS961,2024-01-24,16:30,245,6,T1,E90,Wednesday,Winter
AC493,2024-01-24,19:15,156,6,T1,E72,Wednesday,Winter
DL598,2024-01-24,10:45,168,7,T1,E78,Wednesday,Winter
AC837,2024-01-24,15:15,205,6,T1,E90,Wednesday,Winter
UA611,2024-01-24,14:45,84,1,T1,E70,Wednesday,Winter
DL906,2024-01-24,22:00,183,4,T1,E90,Wednesday,Winter
LH794,2024-01-24,14:15,228,6,T1,E72,Wednesday,Winter
AC853,2024-01-24,06:45,287,11,T1,E70,Wednesday,Winter
F8818,2024-01-24,18:15,83,2,T1,E70,Wednesday,Winter
UA940,2024-01-24,06:45,276,12,T1,E72,Wednesday,Winter
WS216,2024-01-24,15:15,96,4,T1,E85,Wednesday,Winter
DL930,2024-01-24,21:45,163,3,T1,E90,Wednesday,Winter
TS429,2024-01-24,09:00,271,12,T1,E72,Wednesday,Winter
WS380,2024-01-24,06:45,163,11,T1,E90,Wednesday,Winter
TS549,2024-01-24,07:00,154,6,T1,E85,Wednesday,Winter
TS116,2024-01-24,14:00,81,1,T1,E72,Wednesday,Winter
UA526,2024-01-24,18:45,112,2,T1,E80,Wednesday,Winter
BA561,2024-01-24,16:15,124,4,T1,E70,Wednesday,Winter
TS834,2024-01-24,15:00,240,10,T1,E80,Wednesday,Winter
DL528,2024-01-24,06:15,169,7,T1,E90,Wednesday,Winter
WS733,2024-01-24,10:15,238,16,T1,E78,Wednesday,Winter
UA154,2024-01-24,06:00,158,10,T1,E88,Wednesday,Winter
LH280,2024-01-24,08:00,133,8,T1,E80,Wednesday,Winter
F8545,2024-01-24,08:30,277,20,T1,E88,Wednesday,Winter
AC206,2024-01-24,06:15,160,11,T1,E88,Wednesday,Winter
BA218,2024-01-24,09:15,233,14,T1,E82,Wednesday,Winter
AA303,2024-01-24,21:30,138,5,T1,E82,Wednesday,Winter
F8200,2024-01-24,06:45,171,9,T1,E78,Wednesday,Winter
WS582,2024-01-24,14:45,93,4,T1,E75,Wednesday,Winter
F8724,2024-01-24,16:15,179,5,T1,E88,Wednesday,Winter
F8747,2024-01-24,09:30,171,9,T1,E70,Wednesday,Winter
AC387,2024-01-24,11:00,239,13,T1,E75,Wednesday,Winter
DL325,2024-01-24,07:15,283,22,T1,E75,Wednesday,Winter
BA975,2024-01-24,11:00,225,16,T1,E88,Wednesday,Winter
F8705,2024-01-24,12:45,151,3,T1,E85,Wednesday,Winter
F8353,2024-01-25,11:45,268,13,T1,E75,Thursday,Winter
AC527,2024-01-25,11:00,240,16,T1,E90,Thursday,Winter
AC535,2024-01-25,13:45,202,8,T1,E72,Thursday,Winter
LH607,2024-01-25,06:00,262,18,T1,E85,Thursday,Winter
F8235,2024-01-25,09:30,181,11,T1,E72,Thursday,Winter
AC591,2024-01-25,20:30,121,4,T1,E70,Thursday,Winter
LH574,2024-01-25,11:45,167,11,T1,E82,Thursday,Winter
LH820,2024-01-25,21:00,240,5,T1,E82,Thursday,Winter
BA133,2024-01-25,07:45,189,12,T1,E90,Thursday,Winter
F8906,2024-01-25,22:00,238,11,T1,E70,Thursday,Winter
BA790,2024-01-25,10:00,148,8,T1,E88,Thursday,Winter
AC474,2024-01-25,10:15,285,17,T1,E72,Thursday,Winter
BA826,2024-01-25,08:15,205,10,T1,E72,Thursday,Winter
LH855,2024-01-25,14:15,137,4,T1,E80,Thursday,Winter
BA796,2024-01-25,12:30,93,2,T1,E82,Thursday,Winter
LH597,2024-01-25,16:00,200,8,T1,E90,Thursday,Winter
UA562,2024-01-25,19:30,96,2,T1,E88,Thursday,Winter
WS182,2024-01-25,14:15,153,7,T1,E72,Thursday,Winter
WS268,2024-01-25,11:00,298,13,T1,E75,Thursday,Winter
F8633,2024-01-25,20:00,155,5,T1,E90,Thursday,Winter
TS585,2024-01-25,08:45,233,16,T1,E70,Thursday,Winter
UA293,2024-01-25,08:00,179,13,T1,E90,Thursday,Winter
DL521,2024-01-25,14:30,247,9,T1,E82,Thursday,Winter
LH707,2024-01-25,20:45,197,5,T1,E75,Thursday,Winter
UA275,2024-01-25,09:15,243,13,T1,E80,Thursday,Winter
AC251,2024-01-25,09:30,236,18,T1,E75,Thursday,Winter
BA392,2024-01-25,11:15,297,22,T1,E75,Thursday,Winter
TS343,2024-01-25,08:00,201,12,T1,E88,Thursday,Winter
UA478,2024-01-25,11:15,263,17,T1,E82,Thursday,Winter
DL251,2024-01-25,11:45,258,20,T1,E90,Thursday,Winter
UA224,2024-01-25,09:45,247,17,T1,E88,Thursday,Winter
DL259,2024-01-25,06:30,285,19,T1,E88,Thursday,Winter
UA872,2024-01-25,13:15,224,9,T1,E88,Thursday,Winter
DL805,2024-01-25,08:45,130,5,T1,E90,Thursday,Winter
WS415,2024-01-25,09:45,278,20,T1,E88,Thursday,Winter
DL194,2024-01-25,11:00,275,18,T1,E90,Thursday,Winter
F8900,2024-01-25,11:15,125,5,T1,E88,Thursday,Winter
WS624,2024-01-25,14:15,205,6,T1,E90,Thursday,Winter
AC782,2024-01-25,10:45,157,10,T1,E85,Thursday,Winter
DL495,2024-01-25,11:00,192,10,T1,E80,Thursday,Winter
LH995,2024-01-25,17:00,135,5,T1,E88,Thursday,Winter
AA922,2024-01-25,14:30,121,5,T1,E85,Thursday,Winter
AA242,2024-01-25,15:00,116,3,T1,E88,Thursday,Winter
BA443,2024-01-25,08:45,142,5,T1,E80,Thursday,Winter
AA279,2024-01-25,17:45,225,9,T1,E75,Thursday,Winter
F8290,2024-01-26,12:30,221,7,T1,E80,Friday,Winter
UA605,2024-01-26,17:45,137,2,T1,E70,Friday,Winter
TS368,2024-01-26,08:45,151,9,T1,E80,Friday,Winter
AA283,2024-01-26,14:15,87,2,T1,E80,Friday,Winter
LH168,2024-01-26,16:30,228,7,T1,E85,Friday,Winter
UA743,2024-01-26,22:45,110,3,T1,E70,Friday,Winter
UA266,2024-01-26,14:00,117,3,T1,E75,Friday,Winter
DL267,2024-01-26,06:30,212,12,T1,E82,Friday,Winter
AC396,2024-01-26,07:00,251,11,T1,E75,Friday,Winter
WS713,2024-01-26,09:30,200,14,T1,E80,Friday,Winter
UA801,2024-01-26,19:30,104,3,T1,E82,Friday,Winter
TS113,2024-01-26,11:30,215,15,T1,E85,Friday,Winter
DL266,2024-01-26,07:15,159,9,T1,E78,Friday,Winter
BA728,2024-01-26,18:00,186,6,T1,E72,Friday,Winter
WS938,2024-01-26,10:00,242,13,T1,E82,Friday,Winter
TS936,2024-01-26,14:30,124,5,T1,E70,Friday,Winter
WS327,2024-01-26,10:15,296,14,T1,E75,Friday,Winter
F8233,2024-01-26,10:45,296,20,T1,E72,Friday,Winter
WS119,2024-01-26,13:45,90,2,T1,E70,Friday,Winter
BA707,2024-01-26,07:45,150,11,T1,E70,Friday,Winter
WS408,2024-01-26,20:00,104,4,T1,E78,Friday,Winter
F8289,2024-01-26,20:30,87,1,T1,E80,Friday,Winter
DL460,2024-01-26,08:15,249,15,T1,E72,Friday,Winter
AC641,2024-01-26,09:15,192,8,T1,E90,Friday,Winter
AC842,2024-01-26,06:15,249,18,T1,E88,Friday,Winter
DL814,2024-01-26,15:15,192,7,T1,E72,Friday,Winter
TS954,2024-01-26,09:45,228,11,T1,E78,Friday,Winter
AA215,2024-01-26,10:00,239,10,T1,E75,Friday,Winter
LH880,2024-01-26,10:30,262,18,T1,E72,Friday,Winter
DL605,2024-01-26,08:45,192,11,T1,E80,Friday,Winter
LH331,2024-01-26,16:45,154,7,T1,E85,Friday,Winter
F8977,2024-01-26,08:45,293,16,T1,E70,Friday,Winter
LH788,2024-01-26,07:45,232,14,T1,E72,Friday,Winter
WS246,2024-01-26,14:45,231,11,T1,E75,Friday,Winter
WS472,2024-01-26,07:30,171,10,T1,E85,Friday,Winter
WS338,2024-01-26,12:45,151,6,T1,E80,Friday,Winter
AA464,2024-01-26,12:45,204,7,T1,E75,Friday,Winter
LH210,2024-01-26,09:30,245,14,T1,E75,Friday,Winter
AC201,2024-01-26,06:00,247,16,T1,E75,Friday,Winter
AA719,2024-01-26,21:30,119,3,T1,E72,Friday,Winter
WS776,2024-01-26,12:45,199,5,T1,E88,Friday,Winter
LH616,2024-01-26,09:30,258,15,T1,E70,Friday,Winter
AA221,2024-01-26,13:45,160,7,T1,E88,Friday,Winter
LH136,2024-01-26,10:15,262,17,T1,E80,Friday,Winter
TS603,2024-01-26,13:15,159,6,T1,E88,Friday,Winter
WS682,2024-01-27,21:45,248,9,T1,E90,Saturday,Winter
LH587,2024-01-27,17:15,209,4,T1,E80,Saturday,Winter
LH705,2024-01-27,12:30,152,4,T1,E70,Saturday,Winter
AC231,2024-01-27,10:30,269,11,T1,E82,Saturday,Winter
AA199,2024-01-27,12:30,171,5,T1,E70,Saturday,Winter
F8353,2024-01-27,06:30,271,11,T1,E72,Saturday,Winter
UA217,2024-01-27,07:15,125,7,T1,E70,Saturday,Winter
LH773,2024-01-27,12:45,148,3,T1,E88,Saturday,Winter
AC424,2024-01-27,12:45,162,6,T1,E88,Saturday,Winter
WS807,2024-01-27,21:15,166,5,T1,E82,Saturday,Winter
TS729,2024-01-27,08:30,231,11,T1,E72,Saturday,Winter
BA319,2024-01-27,06:30,132,6,T1,E85,Saturday,Winter
F8739,2024-01-27,11:00,271,14,T1,E72,Saturday,Winter
BA586,2024-01-27,12:15,168,7,T1,E80,Saturday,Winter
BA923,2024-01-27,08:45,289,17,T1,E78,Saturday,Winter
AA511,2024-01-27,08:45,291,20,T1,E75,Saturday,Winter
AC742,2024-01-27,20:15,227,7,T1,E88,Saturday,Winter
UA753,2024-01-27,14:45,224,9,T1,E70,Saturday,Winter
BA305,2024-01-27,10:45,157,7,T1,E80,Saturday,Winter
AA520,2024-01-27,10:00,282,13,T1,E85,Saturday,Winter
UA943,2024-01-27,06:15,185,12,T1,E78,Saturday,Winter
AA344,2024-01-27,08:15,169,6,T1,E80,Saturday,Winter
LH597,2024-01-27,17:45,188,7,T1,E70,Saturday,Winter
F8263,2024-01-27,10:15,127,6,T1,E80,Saturday,Winter
BA280,2024-01-27,22:00,204,8,T1,E70,Saturday,Winter
WS421,2024-01-27,17:30,96,4,T1,E85,Saturday,Winter
DL787,2024-01-27,19:00,181,8,T1,E75,Saturday,Winter
F8214,2024-01-27,13:00,213,8,T1,E90,Saturday,Winter
UA608,2024-01-27,11:15,273,12,T1,E82,Saturday,Winter
DL952,2024-01-27,14:45,140,6,T1,E78,Saturday,Winter
TS209,2024-01-28,10:15,190,10,T1,E80,Sunday,Winter
AC602,2024-01-28,14:30,108,3,T1,E85,Sunday,Winter
LH799,2024-01-28,07:30,157,8,T1,E82,Sunday,Winter
UA121,2024-01-28,22:00,249,10,T1,E70,Sunday,Winter
F8359,2024-01-28,16:45,159,6,T1,E82,Sunday,Winter
WS647,2024-01-28,06:45,219,8,T1,E85,Sunday,Winter
UA408,2024-01-28,11:15,196,9,T1,E75,Sunday,Winter
LH746,2024-01-28,10:45,128,6,T1,E72,Sunday,Winter
LH582,2024-01-28,16:30,188,8,T1,E72,Sunday,Winter
TS815,2024-01-28,09:00,210,11,T1,E90,Sunday,Winter
DL564,2024-01-28,18:00,93,3,T1,E75,Sunday,Winter
LH910,2024-01-28,22:15,80,2,T1,E80,Sunday,Winter
DL689,2024-01-28,10:00,160,7,T1,E75,Sunday,Winter
AA911,2024-01-28,10:45,242,18,T1,E75,Sunday,Winter
UA277,2024-01-28,22:30,152,3,T1,E85,Sunday,Winter
DL286,2024-01-28,14:45,226,6,T1,E70,Sunday,Winter
BA762,2024-01-28,18:15,102,5,T1,E78,Sunday,Winter
UA818,2024-01-28,09:00,222,14,T1,E80,Sunday,Winter
TS191,2024-01-28,11:15,265,11,T1,E90,Sunday,Winter
AA891,2024-01-28,16:45,110,2,T1,E78,Sunday,Winter
F8982,2024-01-28,10:30,246,13,T1,E85,Sunday,Winter
F8714,2024-01-28,09:30,293,13,T1,E75,Sunday,Winter
AA911,2024-01-28,06:00,194,15,T1,E78,Sunday,Winter
LH354,2024-01-28,11:45,141,5,T1,E75,Sunday,Winter
DL809,2024-01-28,14:15,178,7,T1,E80,Sunday,Winter
WS197,2024-01-28,17:00,93,2,T1,E78,Sunday,Winter
LH462,2024-01-28,17:00,81,2,T1,E85,Sunday,Winter
UA504,2024-01-28,20:30,113,5,T1,E90,Sunday,Winter
AC694,2024-01-28,10:30,163,9,T1,E82,Sunday,Winter
LH235,2024-01-28,11:30,255,14,T1,E80,Sunday,Winter
WS420,2024-01-29,11:15,247,18,T1,E80,Monday,Winter
DL540,2024-01-29,06:30,276,20,T1,E80,Monday,Winter
BA420,2024-01-29,13:15,160,6,T1,E88,Monday,Winter
TS669,2024-01-29,19:45,93,2,T1,E70,Monday,Winter
F8287,2024-01-29,10:45,186,8,T1,E88,Monday,Winter
AA218,2024-01-29,15:00,193,5,T1,E90,Monday,Winter
LH568,2024-01-29,15:00,117,2,T1,E72,Monday,Winter
F8989,2024-01-29,06:15,163,11,T1,E80,Monday,Winter
F8697,2024-01-29,06:15,226,17,T1,E78,Monday,Winter
LH793,2024-01-29,06:30,126,6,T1,E72,Monday,Winter
AA482,2024-01-29,15:00,162,3,T1,E72,Monday,Winter
LH950,2024-01-29,20:45,196,7,T1,E80,Monday,Winter
AC437,2024-01-29,11:45,203,15,T1,E75,Monday,Winter
F8983,2024-01-29,06:30,202,14,T1,E72,Monday,Winter
BA716,2024-01-29,12:00,182,5,T1,E78,Monday,Winter
AA191,2024-01-29,08:15,161,8,T1,E85,Monday,Winter
UA762,2024-01-29,18:15,110,3,T1,E85,Monday,Winter
UA801,2024-01-29,17:15,171,6,T1,E82,Monday,Winter
BA304,2024-01-29,14:45,179,6,T1,E85,Monday,Winter
WS874,2024-01-29,12:30,237,6,T1,E85,Monday,Winter
WS141,2024-01-29,17:30,198,7,T1,E75,Monday,Winter
LH639,2024-01-29,20:00,154,5,T1,E72,Monday,Winter
LH407,2024-01-29,07:15,295,22,T1,E78,Monday,Winter
BA537,2024-01-29,07:00,261,11,T1,E70,Monday,Winter
BA210,2024-01-29,17:45,185,4,T1,E80,Monday,Winter
DL360,2024-01-29,14:00,208,4,T1,E88,Monday,Winter
TS905,2024-01-29,11:45,131,5,T1,E80,Monday,Winter
DL701,2024-01-29,22:45,195,7,T1,E80,Monday,Winter
DL992,2024-01-29,11:15,167,7,T1,E80,Monday,Winter
WS544,2024-01-29,14:00,81,2,T1,E70,Monday,Winter
TS771,2024-01-29,13:45,183,8,T1,E88,Monday,Winter
UA733,2024-01-29,18:30,181,7,T1,E72,Monday,Winter
TS238,2024-01-29,07:15,148,10,T1,E78,Monday,Winter
AC314,2024-01-29,13:15,246,6,T1,E90,Monday,Winter
F8188,2024-01-29,08:45,157,9,T1,E70,Monday,Winter
WS270,2024-01-29,07:45,244,14,T1,E88,Monday,Winter
F8306,2024-01-29,07:45,133,7,T1,E72,Monday,Winter
AA525,2024-01-29,15:30,89,3,T1,E88,Monday,Winter
BA705,2024-01-29,22:45,139,5,T1,E90,Monday,Winter
AC532,2024-01-29,13:30,221,4,T1,E85,Monday,Winter
LH219,2024-01-29,15:30,194,7,T1,E70,Monday,Winter
TS394,2024-01-29,22:15,200,6,T1,E78,Monday,Winter
BA324,2024-01-29,15:30,234,10,T1,E88,Monday,Winter
TS400,2024-01-29,22:45,186,8,T1,E82,Monday,Winter
LH918,2024-01-29,08:15,192,12,T1,E72,Monday,Winter
LH232,2024-01-30,10:15,160,10,T1,E72,Tuesday,Winter
AA605,2024-01-30,08:15,173,10,T1,E70,Tuesday,Winter
DL367,2024-01-30,09:15,164,11,T1,E90,Tuesday,Winter
AC926,2024-01-30,08:30,230,10,T1,E78,Tuesday,Winter
WS675,2024-01-30,10:45,186,14,T1,E82,Tuesday,Winter
AC888,2024-01-30,17:30,118,5,T1,E90,Tuesday,Winter
WS823,2024-01-30,06:45,237,18,T1,E72,Tuesday,Winter
WS900,2024-01-30,18:00,223,4,T1,E72,Tuesday,Winter
TS745,2024-01-30,09:15,212,9,T1,E80,Tuesday,Winter
LH880,2024-01-30,16:45,105,2,T1,E82,Tuesday,Winter
DL938,2024-01-30,11:00,171,9,T1,E85,Tuesday,Winter
AC351,2024-01-30,12:30,153,5,T1,E72,Tuesday,Winter
UA481,2024-01-30,21:45,172,6,T1,E78,Tuesday,Winter
TS871,2024-01-30,13:45,138,3,T1,E85,Tuesday,Winter
AA519,2024-01-30,16:30,87,2,T1,E70,Tuesday,Winter
BA171,2024-01-30,10:30,200,11,T1,E75,Tuesday,Winter
AA162,2024-01-30,14:00,249,11,T1,E75,Tuesday,Winter
AC746,2024-01-30,21:30,187,5,T1,E90,Tuesday,Winter
UA838,2024-01-30,10:30,122,8,T1,E90,Tuesday,Winter
TS817,2024-01-30,15:45,244,6,T1,E90,Tuesday,Winter
LH814,2024-01-30,08:45,170,12,T1,E72,Tuesday,Winter
AC650,2024-01-30,06:45,152,9,T1,E90,Tuesday,Winter
UA318,2024-01-30,11:30,253,13,T1,E75,Tuesday,Winter
AC128,2024-01-30,15:30,141,6,T1,E80,Tuesday,Winter
AA617,2024-01-30,08:00,215,10,T1,E90,Tuesday,Winter
DL226,2024-01-30,06:00,234,12,T1,E70,Tuesday,Winter
LH447,2024-01-30,06:15,209,10,T1,E75,Tuesday,Winter
AA632,2024-01-30,07:00,203,12,T1,E78,Tuesday,Winter
DL565,2024-01-30,06:15,228,16,T1,E72,Tuesday,Winter
WS163,2024-01-30,12:15,201,5,T1,E72,Tuesday,Winter
DL793,2024-01-30,13:45,230,8,T1,E85,Tuesday,Winter
UA698,2024-01-30,15:45,192,7,T1,E88,Tuesday,Winter
AA943,2024-01-30,08:15,249,11,T1,E88,Tuesday,Winter
TS821,2024-01-30,17:00,134,4,T1,E70,Tuesday,Winter
TS672,2024-01-30,11:00,274,20,T1,E72,Tuesday,Winter
WS478,2024-01-30,13:30,90,3,T1,E72,Tuesday,Winter
DL412,2024-01-30,11:30,195,11,T1,E75,Tuesday,Winter
TS902,2024-01-30,15:45,92,4,T1,E80,Tuesday,Winter
UA320,2024-01-30,11:45,120,5,T1,E82,Tuesday,Winter
WS991,2024-01-30,11:45,243,15,T1,E88,Tuesday,Winter
DL900,2024-01-30,12:45,235,5,T1,E75,Tuesday,Winter
BA751,2024-01-30,16:45,250,8,T1,E82,Tuesday,Winter
WS919,2024-01-30,19:45,179,4,T1,E85,Tuesday,Winter
DL653,2024-01-30,11:45,191,12,T1,E75,Tuesday,Winter
